content,content_ing
pemesanan sesuai ekspetasi lebih murah dibandintidakan aplikasi lainnya. sangat terjaga keamanan pembeli. thanks tokopedia,Orders according to expectations are cheaper than other applications.Very maintained buyer's security.Thanks Tokopedia
"bintang 3 dulu, permasalahan dalem aplikasinya, jaringan data udah bagus digunakan aplikasi aplikasi tokopedia ga buat searching barang whislist udah ada, udah coba cara mode pesawat tapi tetap bisa, mohon informasinya 🙏","3 Stars first, the problem in the application, the data network is already good to use the Tokopedia application not to search for whislist items already exist, already try the fashion method but still can, please information 🙏"
"aplikasi terburuk sepanjang masa tokopedia, keluhan pelanggan diabaikan. barang urgen pesan instan masa sampe 3 hari sampai2. admin respon ditanyakan. beda banget apk orange sangat fast respon.","The worst application of all time Tokopedia, customer complaints are ignored.urgent goods instant messages to 3 days to 2.Admin response was asked.Very different Apk Orange is very fast response."
"maaf edit jadi bintang 1. dari dulu menggunakan tokped belanja oke² saja. terakhir kalau transaksi hari pun, transaksi saya dibatalin sepihak. lucunya indikasi manipulasi transaksi. padahal jelas dibayar, saya co hp saya. sekian tokped, langsung uninstal! ada juga percuma, tiap belanja dibatalin!","Sorry Edit to be a 1 star.Finally, even if the transaction is, my transaction is canceled unilaterally.The funny is indicated transaction manipulation.Even though it was clearly paid, I coated my cellphone.That's all tokped, immediately uninstall!There is also useless, every time you shop can be canceled!"
sudah 2 kali gagal transaksi tokopedia karna batalkan sistem! mana atm jauh-jauh pas pembayaran berhasil keterangan pembayaran digagalkan sistem!! beli hp woy nominal 5 juta gagal !!! sia-sia perjuangan ke atm hujan-hujanan!,"Tokopedia transaction has failed twice because of canceling the system!Where is the ATM far away when the payment is successful, the payment information is thwarted by the system !!Buy a 5 million nominal woy cellphone failed !!!in vain struggle to the rainy atm!"
"dulu suka sering belanja tokopedia, banyak promo ada sistem pembayaran pay later kredivo , pembayaran kredivo ada di tokopedia. jadi malas belanja lagi. kurangi dulu bintangnya. kalau sistem pembayaran kredivo gak digunakan lagi, sudahlah., saya uninstall aja aplikasinya 😔😔😔","In the past, I like shopping for Tokopedia, many promos are Pay Later Kredivo payment systems, Kredivo payments are in Tokopedia.So lazy to shop again.Reduce the stars first.If the Kredivo payment system is not used anymore, never mind, I just uninstall the application 😔😔😔"
"hapus expedisi jne semenjak langganan plus malah jadi jne ,masak satu daerah 6 hari blm sampe ,pake sicepat 2 hari nyampe luar daerah ,sudah tidaknyaman pesan lemot pengiriman nya","Delete JNE Expedition Since the subscription plus it becomes JNE, cooking one area 6 days yet, using Sicepat for 2 days arrived outside the area, it hasn't been a slow delivery message"
"sangat buruk, orang mau beli kok tiba-tiba batalkan sistem, mau nya apa, mau beli malah persulit, aplikasi sblah enak aja tu, promo sebagainya lancar aja, gak di batalkan segala, gak niat ngasih promo usah ngasih, tutup aja aplikasi nya. gak jelas banget","Very bad, people want to buy why suddenly cancel the system, what do you want, want to buy it even difficult, just the application is delicious, the promo is just smooth, not canceled everything, no intention of giving promos to give, just close the application.It's not very clear"
"gak hapus aja ninja platform ini?, soalnya sanagt meresahkan, bayk yabg udah tau juga. buat tokopedia toloong dipermudah soal masuk akun, tadi mau masuk akun tokopedia sayq sudah terdaftar, gak menu masukin no telpn sandi, adanya masukin no telp terus minta pilih sms biasa whatsapp. skarenag kartu sim no telp sayq hilang jdi bisa nerima sms. jdi.. adain menu masuk akun lama menggunakan no telp sandi pllis.","Don't just delete this ninja platform?, because it's very unsettling, bayk already knows too.Create Tokopedia Toloong made easy about entering the account, I want to enter the Tokopedia Sayq account that has been registered, no menu enter the telephone number, there is an entered telephone number and continue to ask for a normal SMS WhatsApp.SKarenag SIM Card No Tel Sayq Missing so you can accept SMS.So ... there is a menu to enter the old account using a pllis password phone number."
"maaf, sekarang cashbacknya bisa digabung gratis ontidakir. expedisi direkomendasikan sangat lelet.","Sorry, now the cashback can be combined for free ontidakir.Expeditions are recommended very slow."
jelek katanya diskonnya buat transaksi pertama.tapi pas baru log in dibilang khusus buat transaksi pertama kan baru mau belanja habis mau beli traktiran pengguna baru tidak katanya buat transaksi pertama.padahal bebelum pernah belanja. katanya kamu melanggar syarat ketentuannya yangg berlaku mengikuti promo. diperbaiki.,"Bad he said the discount for the first transaction. But when you just log in, it is said specifically for the first transaction, then you want to shop, you want to buy a new user, you don't say the first transaction.He said you violated the conditions that apply to follow the promo.repaired."
"sekarang tokped banyak diskon banding sebebelum nya,tapi di ikuti pelayaan jasa pengiriman begitu lelet. nya penilaian jasa pengiriman,lagi kurir rekomendasi tokped bagus apk sebelah bisa pilih kurir pengiriman & kasih nilai untuk kurir.","Now tokped a lot of comparative discounts before it, but followed by the shipping service to be so slow.His shipping service assessment, again the courier recommendation tokped is good next time you can choose a courier shipping & granting a value for the courier."
tokopedia makin kesini makin jelas makin banyak bonus itu makin lambat proses pembelian terkadang batal sepihak tampa penjelasan lebih lanjut kalau pake gratisan ontidakir tiba-tiba batal pengiriman di salahkan tokonya di konfirmasi sama pihak toko bilang sistem membatalkan akibat sepihak bekerja tokopedia cuma tunggu hasil tampa mempertanyakan pihak penjual alasan barang terkirim sehinggah batal otomatis.,"Tokopedia is getting here, the more clear the more bonuses the slower process is sometimes canceled unilaterally without further explanation if it uses free ontidakir suddenly canceled the delivery of the shop in confirmation with the store said the system cancels the resultThe seller of the reasons for the goods is sent so that it can canceled automatically."
"bulan kemarin belanja pake voucher diskon disediakan pihak tokopedia. tibalah paket diskonan itu, konfirmasi pesanan terus kasih ulasan produknya ... awalnya sih gak masalah, selang beberapa hari akun tokopedia tiba-tiba gak pake voucher diskon/promoan tertulis ""maaf akun kamu sesuai s&k promo"" kaget padahal gak melakukan hal2 nggak2. chat cs nya katanya melanggar s&k, udah jelasin masalahnya gak dikasih solusi. kecewa sama cs nya.","Last month shopping using a discount voucher was provided by Tokopedia.Arriving the discount package, confirmation continues to give the product review ... At first it didn't matter, after a few days the Tokopedia account suddenly didn't use a discount voucher/promoan written ""Sorry your account according to S&K Promo"" surprised even though it didn't do things not.CS CS said that violated S&K, already explained the problem was not given a solution.disappointed with CS."
"sering eror mulu ni aplikasi kadang terjadi kesalahn sendiri, padahal jaringan bagus banget, di perbaiki yak","Often errors first, applications sometimes occur, even though the network is really good, repaired"
"setiap belanja tokopedia selalu dibatalkan katanya sesuai snk.. memang kalau pake jaringan wifi rumah menyalahi snk ya.. aneh banget mending uninstall,, gak niat banget ngasih vocer padahal akunku cuma satu","Every shopping tokopedia is always canceled, he said according to SNK ... Indeed, if you use a home wifi network that violates SNK ... it's really strange to uninstall ,, no intention"
pilihan gratis ontidakir kurinya ga milih. bisanya kurir rekomendasi. kurir rekomendasi ekspedisi pas pengiriman dioper² misal ekspedisi a tiba² dioper ekspedisi b ekspedisinya 1 kalau udah a a jngn gonta ganti. tersebut menghabat estimasi pengiriman misal seharusnya 3 hari jadi 4 hari bahkan lebih. mohon lebih dikoreksi mengenai tersebut,"The free choice of Ontidacir is not choosing.Usually the recommendation courier.Courier Recommendations for Expedition Pas Delivery Difleable For example Expedition A Suddenly Diped Expedition B Expedition 1 If it's already a a, don't change it.It relates to the estimated delivery for example, it should be 3 days to 4 days or more.Please be more corrected about this"
"aplikasi penipu,barang pesenan ga sampai,uang gua hilang,tapi pihak tokped ga respon sama sekali,komplain gua sama sekali ga dengar,aplikasi sampah","fraudulent application, ordered goods do not arrive, my money is lost, but the tokped is not responding at all, my complaints don't hear at all, the garbage application"
"kont*l, pesen aplikasi tokopedia banyak banget masalahnya, udah pengiriman lama, katanya rekomendasi. barang nyampe, komplain biar dana balik, lama lagi. pokoknya serba lama. pesenan terakhir nyampe, uninstall ni aplikasi, mending pake lain. rata2 3 hari nyampe","Kont*l, order the Tokopedia application there are so many problems, already long delivery, he said recommendations.Nyampe items, complain to the funds back, longer.Anyway, all -long.The last order arrived, uninstall this application, it's better to use it.average 3 days arrived"
"tokopedia fix filter produk terbaru, filter tersebut berfungsi menampilkan produk terbaru, mohon dilakukan pengecekan","Tokopedia Fix Filter Latest Products, the filter functions to display the latest products, please check"
"trauma memakai kurir rekomendasi tokopedia, benar² sedang butuh barang dibeli malah paket nya menginap gudang jne. benar² parah kinerja sangat buruk, beberapa hari paket bebelum diantar pengen emosi masih dibulan puasa. hapus fitur kurir rekomendasi kalau ini.","Trauma wearing Tokopedia's recommendation courier, really in need of goods purchased instead the package is staying at JNE warehouse.really severe performance is very bad, a few days the package bebelum was delivered to want emotions in the fasting month.Delete the recommendation courier feature for this."
"pake apk buat beli pulsa setelah dibayar pembayaran gagal, bayar pake m bantidaking saldonya otomatis berkurang pulsanya ga ada. udah kedua kalinya walaupun nominal nya ga gede kalau keseringan merugikan tolong perbaiki","Use APK to buy credit after paying the payment fails, pay using M Bantidaking Saldo automatically decreases the puls is not there.Already the second time even though the nominal is not big if the frequency is detrimental please improve"
"mengecewakan, transaksi dibatalkan sepihak sajaa !!! padahal pilih promo/cashback berdasarkan bisa dipilih. harusnya kalau dianggap manipulatif, pilihan promonya jangan diaktifkan.","Disappointing, the transaction is canceled unilaterally !!!Even though select promo/cashback based on can be selected.If it should be considered manipulative, the promo choice should not be activated."
"rating bintang pembelian lebih baik 2, satu seller, satu ekspedisi. aplikasi ojek online. terkadang terkendala di ekspedisi rating jelek kena nya seller.","Better purchase star ratings 2, one seller, one expedition.Online motorcycle taxi application.Sometimes it is constrained in an ugly rating expedition to have a seller."
"payah banget perhatikan tahun tahun tokopedia payah jasa kurir. tokopedia jasa kurirnya selalu lempar lempar. heran pihak tokopedia saja mempertahankan ini gitu, jelas jelas membuat lambat kedatangan barangnya. kritik saran disini mewakili payahanan tokopedia usah topedcare, disini tuh tahu segera benahi masalah ini. bagus bagus program plus malah di kecewain sama jasa kurir di lempar","Very bad pay attention to the year of the year Tokopedia is worse for courier services.The courier service tokopedia is always throwing.Surprisingly, Tokopedia just kept this, obviously made the arrival of the goods.Criticism of suggestions here representing Tokopedia's Topedcare payment, here you know immediately fix this problem.Good Good Program Plus In fact, in disappointment with courier services in throwing"
"kurir rekomendasi nya sangat direkomendasikan apa gratis ontidakir dipilih ekspedisi jelek? dikirim sesuka nya? kalau kayak gini jadi males belanja tokopedia, lebih baik shopee. walaupun gratis ttapi memilih ekspedisi kepercayaan kita...","The recommendation courier is highly recommended, is the free ontidakir chosen an ugly expedition?sent as you wish?If it's like this, you're lazy to shop Tokopedia, it's better to Shopee.Although free but choosing our belief expedition ..."
"toped ngasih diskon 50% max.20rb, hore banget c.. tapi kurirnya ngak bermutu, pesanan tgl.30/03/24 skrg blm sampai. pdhl dari depok bogor, 4 hari 4 malam statusnya 'telah tiba sorting center bogor'. ngak yang antar rumah. parah... bebelum satu nich pesanan saya, pake id express, tauk kapan rumahnya. jangan2 11 - 12 sama expedisi atas. hadeuh donk perhatikan expedisinya. ngerti koq ini sedang padat pengiriman sana sini.","Toped gave a discount of 50% max.20rb, really hooray c ... but the courier is not of good quality, order datePDHL from Depok Bogor, 4 days 4 nights, the status of 'Bogor Sorting Center has arrived.ngak between homes.bad ... bebelum one nich my order, use ID Express, when the house.lest 11-12 with the upper expedition.Hadeuh, not pay attention to the expedition.Understand this is currently in a dense shipping here and there."
"kurir rekomendasi nya parah, kirim kudus pati, 10 hari barang bebelum sampai-sampai, padahal kalau pake mobil perjalanan darat 1jam sdh sampai, pelayanan cs sangat lambat responnya/tidak balasan respon sewaktu dikomplain. sangat recommended sekali👍🤦‍♂️","The courier is severe recommendation, send pati pati, 10 days of goods to the point, even though if you use a land car 1 hour, it has arrived, the CS service is very slow to the response/not reply to the response when completed.Very recommended once 👍🤦‍♂️"
adalah pelanggan tokped lama makin kesini makin banyak masalah kurir rekomendasi bermasalah pengiriman terakhir klaim re fund nga tau kapan cair nya hrs berpikir ulang transaksi tokopedia sekarang terlalu banyak buang energi waktu,"is a former tokped customer to get here more and more courier problems with problems with the last delivery of the last claim of RE Fund, not know when it is liquid, he thinks again, Tokopedia transactions are now too much time to defecate time"
barang ilang gatau dikirim dan dikomplain refund estimasi nya sih 2x24 jam sampai 2minggu saldo ga balik masalah diaplikasi selesai hahahahaa aplikasi tolol,"Items are not sent and completed the estimated refund, the estimation is 2x24 hours to 2 weeks the balance is not back the problem is finished, hahahahaa the stupid application"
pertama pakai tokopedia karna barang ingin beli dijual disini. sumpah nyesal banget! bayar melalui virtual account tiba-tiba tdk berapa lama pembelian dibatalkan sistem! sungguh mengecewakan! buruk banget sistemnya ditambah menghubungi cs lama. download dulu! terakhir akan pakai aplikasi ini! kapok!,"First, use Tokopedia because items want to buy for sale here.I swear so sorry!Pay via Virtual Account suddenly not how long the purchase is canceled the system!Really disappointing!The system is very bad plus contacting the old CS.Download first!Lastly you will use this application!Kapok!"
"aplikasi bagus, ontidakos ontidakir terlalu tinggi, bebelum tambah ontidakos kurir. harga barang memang murah. kalau sy beli barang semua jumlah total banyak sekali mau bayar, masih bingung aplikasi ini.setelah beli barang di sini, jadi bingung pembayaran. terus pembayaran melalui apa, apakh bisa cod ni barang.","Good application, ontidakakos ontidakir is too high, bebelum adds ontidakos courier.The price of goods is cheap.If I buy goods all the total amount is very much to pay, still confused this application. After buying goods here, so confused payment.Then payment through what, what can be cod of goods."
"respon cs super lambat, penyelesaian solusi, pesanan dibatalkan sepihak dengann alasan stok habis aktual stok ada, payment terlambat aktual masuk terverifikasi email. cs suruh payment dengann harga jauh lebih mahal.. sumpah akal-akalan tokped aja. katakan selamat tinggal buat tokped..","Super Slow Cs Response, Solution Settlement, Orders are canceled unilaterally with the reasons for the stock out of the actual stock, there is an actual late payment.CS tell payment with a much more expensive price ... just an oath of a trick.say goodbye to tokped .."
"makin lama makin jelek aplikasi nya,, beberapa kali beli barang lama estimasi nya melebihi batas waktu.. awal bulan saya jg beli barang sampe sekarang sampai-sampai komplain bilang nya mau investigasi dulu butuh waktu 7 hari sampe sekarang ada kejelasan nya gimana,, dana bisa refund.. bukan sedikit loh uang nya rugi banget saya,, per tgl 21 maret sekarang tiba-tiba aplikasi nya bisa digunakan mencoba masuk sampai beberapa kali tetep bisa","The longer the application is getting worse, a few times buying old goods estimates exceeding the time limit ... at the beginning of the month I also bought the goods until now until the complaint said that I wanted to investigate it takes 7 days until now there is claritycan refund .. not a little, the money is really loss ,, per March 21st date now suddenly the application can be used to try to enter up to several times but still can"
"bisanya milih expedisi gtl buat sameday!!! ,balikin fitur go instan dulu, bisa langsung dikirim hari juga. paket gak dateng2! udah milih sameday padahal bukan gratis ontidakir tapii sama aja, sama sama lama!!! mending pilih ketoko sebelah deh pengirimannya lebih cepat dripda dsni, baru mau coba silahkan resiko tanggung sendiri!. cuman berbagi pengalaman kurang enak aja apk tokopedia mengenai mitra kurirnya.","Usually choose GTL expedition for SAMEDAY !!!, return to the instant go feature first, can be sent immediately the day too.The package doesn't come!Already chose saleday even though it's not free ontidakir but just the same, the same for a long time !!!Better to choose the next time the shipment is faster Dripda DSNI, just want to try please risk your own responsibility!.Just sharing an uncomfortable experience APK Tokopedia about his courier partner."
"pengiriman lama sekali padahal order dr toko sama & alamat sama, pakai aplikasi sebelah 2 hari pesanan pake layanan hemat & lewat tokopedia seminggu bebelum sampai juga padahal memakai ekspedisi rekomendasi tokopedia layanan regular. harusnya jangan dipakai ekspedisi ini , bikin pembeli pindah aplikasi belanja","Once a long delivery even though the store order is the same & the same address, use the application next to 2 days ordered using economical services & via Tokopedia a week until also even though it uses a regular service recommendation expedition.should not be used by this expedition, making buyers move shopping applications"
"udah bertahun2 blnja ditokped,,baru ngalamin kendala barang hilang jasa pengiriman,,dan minta pengembalian dana,,tapii sangat disayantidakan udah sebulan lebih verivikasi dokumen,,, walaupun udah diskusi berkali kali,,,minta jg,,tetapi jawaban tetap sama,,apakah sistem,,, sangat kecewa 👎🏻","Already many months in the shop, just experienced the constraints of the goods missing the shipping service ,, and asking for a refund ,, but it was very much served for a month to verify the document ... even though the discussion had been many times ,,, ask for the answer, but the answer remained the same ,,Is the system ... very disappointed 👎🏻"
"platform besar sungguh memuaskan. barang sy kunjung sampai. setengah bulan, komplain diminta nunggu 12 hari kalender. selama itukah tokopedia memberi waktu kurir tidak professional mengorbankan pelanggan. kurir rex tokopedia sama tidak professional. habis sy uninstall.","Big platforms are truly satisfying.My goods arrived.Half a month, complaints are asked to wait 12 calendar days.As long as that is Tokopedia, it gives an unprofessional courier time to sacrifice customers.Rex Tokopedia courier is not as professional.After uninstalling."
"walaupun dah member gold, bebelum puas maksimal klo bwat member bebelum pinjaman tunai langsung dri topednya, gak kaya tetangga sebelah si oren...bintang tiga dulu!","Even though he was a gold member, bebelum was satisfied with the maximum if the members of the cash loan were directly from the topd, not like the neighbors next to the Oren ... three stars first!"
"pas mo daftar ""ada kesalahan server coba ulanggi beberapa nant"". uda hampir 5 kali daftar gitu tetuss,","When I want to register ""There is a server error, try a few nant ulanggi"".Uda almost 5 times the list like that,"
"kurir rekomendasi nya rekomen kalau trek gonta ganti ekpedisi pengiriman jadi fokus satu ekpedisi akibatnya paket terabaikan pergerakan semakin lambat selambat-lambatnya. giliran komplain alasan cs ada waktu estimasi, kalau lebih cepat tidak, baru gerak waktu estimasi berakhir. gratis ontidakir sih gratis, kalah jauh sama gratis ontidakir toko orange ekspedisi nya.","Courier Recommendation Recommended If the track of the changing the shipping expedition is the focus of one expedition.Turn to complaints the reason CS has an estimated time, if it is faster or not, then the estimated time moves.free ontidakir is free, losing far as free on the orange shop of the expedition."
"apk nya bagus menarik... sayang nya sistemnya menarik. 1).jasa kirim bebas ontidakir sicepat anteraja, mana jasa kirim kurang menjantidakau pelosok indonesia, pengiriman lelet macam siput mahal. 2).sudah promo wib, promo minim, adapun kalau ada kadang tdk berfungsi, paling belanjaan jutaan baru di gunakan. 3).bebas ontidakir menarik lagi. belanja 100rb baru menarik, mana pembeli recehan tidak akan belanja disini.","The apk is good interesting ... unfortunately the system is interesting.1). SEND SEND SEND ONTNAMPAKIR SICEPAT ANTERAJA, where shipping services are not loaded in Indonesia, sending slowly slow snails.2). Already promo WIB, minimal promo, while if there is sometimes not functioning, the most groceries for millions of new uses.3). Ontidacter free.Shopping for 100 thousand is interesting, which buyers will not shop here."
"sistemnya sungguh buruk. pengguna baru, terus mau dapatkan traktiran 1000 rupiah, pas dibayar, pesanan dibatalkan otomatis katanya memenuhi s&k. lalu pesan paket data harga 22.500 11 gb, bayar, tiba tiba muncul notifikasi pembayaran gagal, padahal jelas keterangannya sebebelumnya pesanan saya diproses.. mengecewakan sekali...👎 padahal baru download sudah kecewa. kalau ga niat promo, ga usah bikin orang berharap, ujung2nya dibatalinsepihak","The system is really bad.New users, continue to get a treat of 1000 rupiah, when paid, the order is canceled automatically he said to meet S&K.Then order the data package price of 22,500 11 GB, pay, suddenly the payment notification fails failed, even though the information is clearly before my order was processed ... very disappointing ... 👎 even though the download was already disappointed.If you don't have the intention of promo, you don't need to make people hope, in the end"
"menurun sejak 2 tahun terakhir segi aplikasi ,promo, seller,banyak seller random tdk jujur. kali yang terburuk, sejak 1 maret 24,gopay tdk dipakai disambuntidakan. hubungi cs,tersambung k robot, sekalinya tersambung dengann cs tokped,jawabannya template : clear cache dll. 13 hari penanganan tdk solusi. terimakasih ya.","decreased since the last 2 years aspects of application, promos, sellers, many random sellers dishonest.The worst time, since March 1, 24, Gopay is not used disambuntikan.Contact CS, connected to the robot, once it is connected with CS Tokped, the answer is Template: Clear Cache etc.13 days handling is not a solution.Thank you."
"dulu pesan barang selalu tokopedia, makin kesini penyediaan ekspedisinya semakin jelas, daerah id express sama sapx namanya jelek, ayolah kalau memang bisa pilih ekspedisi tokopedia, sediakan ekspedisi pasti-pasti saja, mentang-mentang gratis ontidakir, ngasih ekspedisi tidak jelas. saran saja, ingin lebih baik, adakan fitur memilih ekspedisi konsumen memakai ""gratis ontidakir"".","In the past, the order of goods was always Tokopedia, the more here the provision of the expedition was getting clearer, the ID Express area and SAPX were bad, come on, if you could choose the Tokopedia expedition, provide a definite expedition, just for free ont onnt, giving unclear expedition.Suggestions, want to be better, hold the feature of choosing a consumer expedition using ""free ontidakir""."
"hati-hati sekarang banyak oknum bermain fraud transaksi via tokopedia. gw transaksi pesen emas,bayar via va.tapi barang gak sampe²..konfirm seller,gak transaksi.komplain tokped care,katanya transaksi va akun pribadi bukan seller ... gw baru tau klo pembayaran va akun pribadi..","Be careful now many people play fraud transactions via Tokopedia.I have a gold order transaction, pay via VA. But the item does not arrive ... Confirm seller, no transaction. Komplain tokped care, he said, a personal account transaction is not a seller ... I just found out if the payment of a personal account VA .."
"pengalaman saat ini, aplikasi buruk sistem paling buruk dah lain. rekomendsi kurir sangat mengesalkan, sesuai kita pilih banyak sistem yang buruk².","The current experience, the bad applications are the worst systems.Courier recommendations are very frustrating, according to we choose many bad systems."
"di perbaiki ekspedisi kurirnya. udah melebih max tgl pengiriman bebelum juga..😌 padahal tangerang bogor doang. terus paket satu dikembalikan padahal dalam pengiriman, tidak keterangan apapun, rembuse saldonya lama banget 😌","Repairing the courier expedition.Already exceeding Max Date Delivery Bebelum too ... 😌 Even though Tangerang Bogor only.Then the one package is returned even though in shipping, there is no information, the old balance is very long 😌"
pengiriman sangat lambat..dari tgl 4 sblm lebaran tgl 18 blm nyampe jg..di tambah sktg tdk memberikan rating penjual barang d kirim skrg ngasal2 jelek & beda warna ...padahal pelanggan tokopedia lebih dri 4 thun..tapi pelayanan & aplikasi smakin buruk kalau ada prubahan akn menggunakan apkikasi lain...,"Shipping is very slow ... from the 4th before Eid is 18 yet, it also arrived ... added SKTG does not give a rating of the seller of goods d send now bad & color different ... even though Tokopedia customers are more than 4 yearsbad if there are changes to use other apkication ..."
"bayar produk ontidakir mahal estimasi 1-2 hari tiba, mulai penjual malah diproses pengiriman 3 hari, ekspedisi 4 hari bebelum jelas total 7 hari bebelum datang barangnya. kesimpulan disinilah bodohnya tokopedia, ada deadline & denda penjual & ekspedisi mereka lebih profesional melayani pembeli","Paying Ontidakir Products Expensive Estimated 1-2 days Arrive, starting from the seller even processed shipping 3 days, 4-day expedition is clearly a total of 7 days of goods.CONCLUSION This is where stupid Tokopedia, there are deadlines & sellers & expeditions they are more professional to serve buyers"
"sekelas tokopedia gratis ontidakir pesen minggu kamis bebelum datang juga, kalaj sama lazada.. pelayanan sangat mengecewakan pelanggan. baru kali beli online lama sampe lebih dri 4 hari","The class of Tokopedia is free ontidakir ordered Sunday, Thursday, bebelum also came, and lazada ... the service is very disappointing customers.just bought an old online until more than 4 days"
"mau nambahin komplen, kurir rekomendasi ga jelas ontidakir mahal malah barang ga sampai pas masuk komplain dana bermasalah cuman harga barang, ontidakirnya dimasukkan lho...1,9 juta uang. harga ontidakir sgitu tokped yang nentukan harga lho. andai bintang kasih setengah kukasih setengah. kalau keluhan konsumen diperbaiki lah. kecewa saya sama tokped. cs nya jangan ai, bikin pusing. pengembalian dana ga jelas, barangnya ga tau ilang kemana.","Want to add to the complaint, the courier of the recommendation is not clear ont, even though it is expensive, the goods do not enter the complaints of the problem of the problem of problems with only the price of goods, the ont is not included ... 1.9 million money.The price of ontidakir is that the tokped is the price.If Bintang love half I give half.If consumer complaints are improved.I'm disappointed with tokped.CS don't be ai, make you dizzy.The refund is unclear, the goods don't know where it goes."
"aplikasi belanja apa menyediakan kurir terburuk se indonesia? yah tokopedia lah. mending hapus aja ni aplikasi kalau pengiriman nya melenceng estimasi!!!! untuk kurir nya semoga sehat"" terus cepat pecattttt!!!!!! yang melihat komen tolong kasih aplikasi nya bintang 1 biar cepat sadar!!!!!!","What shopping application provides the worst courier in Indonesia?Well Tokopedia.It's better to just delete the application if the delivery is estimated !!!!for the courier, hopefully healthy ""continue to quickly peelttttt !!!!!!"
"modus penipuan menarik konsumen, memberikan promo didapatkan. mengikutin syarat skk berlaku, ketika digunakan diakhir transaksi selesai malah promo dibatalkan sepihak. 2x kali mengalami kerugian disini, padahal penggunaan akun lama aktif. mengajukan keluhan percuma, admin tidak bisa memberikan penjelasan tidak bertanggungjawab, adanya kesengajaan admin tokopedia. keluhan saya sampaikan biar solusi terbaik diberikan. tq","Fraud mode of attracting consumers, giving promos is obtained.Following the SKK requirements apply, when used at the end of the transaction, the promo is even one -sided.2x times suffered losses here, even though the use of old accounts is active.Submitting user complaints, the admin cannot provide an irresponsible explanation, the intentional of the Tokopedia admin.My complaint is to convey so that the best solution is given.TQ"
"update kok malah gak nge ""favorit"" barang / nyimpen koleksi...katanya ""oops barang gagal simpan kolekai,silahkan coba lagi""🤦‍♂️🤦‍♂️","Update how come it doesn't even ""Favorite"" goods / storing collections ... he said ""oops items fail to save colleagues, please try again"" 🤦‍♂️🤦‍♂️"
tokped perubahan lebih baik mnding hapus aja toko nya playstore. sy pengguna tokped sdh lama akhir-akhir sy emosi masa ada voucher diskon bisa pembayaran cod. kurir rekomendasi terkesan lelet dlm pengiriman. pembayaran lewat gopay tiba-tiba dibatalkan sepihak penjelasan jelas. mohon segera diperbaiki semua pengguna setia tokped berpaling.,Tokped changes better just delete the shop Playstore.I have been a tokped user for a long time lately I have an emotional time there is a discount voucher can pay COD.The recommendation courier seems slow in shipping.Payment through Gopay was suddenly canceled unilaterally a clear explanation.Please fix all loyal users to turn to turn away.
"sangat rekomend ,dikarenakan pengiriman barang sangat lama . tidak mengatakan kalau 1x pengiriman lama ,tapi kali pesan lama. terakhir pesan barang tgl 29 mart ,tgl 2 april di kurir, estimasi tiba tgl 4 april ,eh tau2 berubah estimasinya tgl 4-8 april ,semua kurir nya ngga amanah ,sangat menyepelekan costumer","Very recommended, due to the delivery of goods very long.Not saying that 1x is long shipping, but the old order.Finally, order goods on 29 Mart, on April 2 at the courier, the estimation arrived on April 4, eh Tau2 changed the estimation on April 4-8, all the couriers were not trustworthy, very underestimated the customer"
"sellernya gak professional belanja sering banget masalah. barang gak kirim sama seller lah, order next day biar cepet eh ternyata ada bedanya sama reguler lah. pantes lebih ramai peminat aplikasi keranjang orange. penalty buat seller se-enak jidat kurang tegas. 😒","The seller is not professional shopping is often a problem.The item does not send the seller, order next day so that it is fast eh it turns out there is a difference with regular.No more crowded with interested in orange basket applications.Penalty for sellers in the entire forehead is not firm.😒"
"maaf, beri saran sistem pembayaran via kartu debit, aplikasi dll. tambahkan sistem cod pembayaran juga tambahkan pembayaran via dana saya punya gopay. pengiriman saya pikir jangan dioper-oper dapat melambatkan pengiriman. jadi hanya satu jasa pengiriman dan konsisten proses pengiriman tepat waktu","Sorry, give advice on payment systems via debit cards, applications etc.Add the payment cod system also add payments via funds I have gopay.I thought delivery should not be passed with the delivery.So there is only one shipping service and consistently the shipping process on time"
"hati-hati modus penipuan tokped embel2 langganan berbayar plus. kirain bakal vip membayar lebih, ternyata malah jadi prioritas terakhir. memang ontidakir gratis, jadi prioritas terakhir pengiriman. paket akan dikirim selama berminggu2. batas estimasi pengiriman bukan ny jadi acuan malah ikut2an dimundurkan terus. memang kocak tokopedia sekarang. kalau gak mampu melayani customer mending tutup aja lah, pada isinya menipu.","Be careful of the paid subscription tokped fraud mode plus.I think that VIP will pay more, it turns out to be the last priority.Indeed, Ontidacir is free, so the last priority of shipping.The package will be sent for weeks.The estimation limit for shipping is not a reference, but it continues to be resigned.Indeed hilarious Tokopedia now.If you are not able to serve customers, it's better to close it, the contents are deceptive."
"sih mau gunain saldo aja verifikasi pake no telepon dulu, mana akun ku no telepon nya tidak aktif saldo ku nyantidakut ga di gunakan dong tokopedia.","I just want to use the balance of verification using the phone number first, where my account number is not active my balance is not used by Tokopedia."
"mencari pakaian untuk dan gambarnya ada kelihatan sama sekali, situ katakan konten sensitif, kalau ngak tau bentuknya bagaimana tahu itu saya mau","looking for clothes for and the picture there is at all, there say sensitive content, if you don't know the shape how I know it"
